source_file,sheet_name,column_name,dtype,row_count,null_count,null_pct,distinct_count
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,KTU Profession,float64,62,62,100.0,0
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 4,float64,62,62,100.0,0
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 5,float64,62,62,100.0,0
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 6,float64,62,62,100.0,0
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 7,float64,62,62,100.0,0
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 8,float64,62,62,100.0,0
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 9,float64,62,62,100.0,0
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 10,float64,62,62,100.0,0
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 11,float64,62,62,100.0,0
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,Professional category.1,object,62,58,93.5,4
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,Doctor,object,62,53,85.5,9
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,Nurse,object,62,41,66.1,21
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,Pharmacist,object,62,58,93.5,4
Community Health Worker Completions\CHW Training Attendance_KESS_December 2025_SCRUBBED.xlsx,lu_Profession,Other,object,62,32,51.6,30
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Date Submitted: ________________________,object,105,104,99.0,1
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 1,object,105,0,0.0,96
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 2,object,105,0,0.0,96
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 3,object,105,103,98.1,2
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 4,object,105,0,0.0,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 5,object,105,0,0.0,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 6,object,105,0,0.0,2
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 7,object,105,30,28.6,2
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 8,object,105,104,99.0,1
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 9,object,105,0,0.0,101
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 10,object,105,104,99.0,1
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 11,object,105,5,4.8,2
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 12,object,105,104,99.0,1
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 13,object,105,104,99.0,1
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 14,object,105,1,1.0,2
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 15,object,105,1,1.0,2
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 16,object,105,57,54.3,8
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 17,object,105,78,74.3,8
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 18,object,105,30,28.6,2
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,1-CHW- Introductory Module (M1),object,105,25,23.8,4
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 20,object,105,54,51.4,4
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,2-CHW- Healthy Conversations Module (M2),object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 22,object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,3-CHW- Mental Health Module (M3),object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 24,object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,4-CHW- Treatment Adherence Module (M4),object,105,68,64.8,4
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 26,object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,5-Communicable Diseases Module Part 1: HIV and Other STIs,object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 28,object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,6-Communicable Diseases Part 1: HIV testing - Competency Assessment,object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 30,object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,7- Communicable Diseases Part 2: TB and Other Respiratory Infections: Theory,object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 32,object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,8-Communicable Diseases Part 2: Sputum Collection for TB testing - Competency Assessment,object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 34,object,105,68,64.8,4
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,9-Communicable Diseases Part 3: Diarrhoea and Gut Infections,object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 36,object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,10- Communicable Diseases Module Part 4: Skin Infections,object,105,67,63.8,4
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 38,object,105,68,64.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,11-Maternal and Child Health Part 1: Caring for the pregnant clients,object,105,55,52.4,2
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 40,object,105,55,52.4,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,12- Maternal and Child Health Part 2: Caring for mothers and babies after birth,object,105,56,53.3,2
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 42,object,105,56,53.3,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,13- Maternal and Child Health Part 3: Feeding support for caregivers and babies after birth,object,105,48,45.7,2
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 44,object,105,48,45.7,4
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,14- Maternal and Child Health Part 4: Child health and nutrition,object,105,47,44.8,5
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 46,object,105,47,44.8,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,15- Maternal and Child Health Part 5: Supporting vulnerable children,object,105,104,99.0,1
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,Training Attendance,Unnamed: 48,object,105,104,99.0,1
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_District,District,object,7,1,14.3,6
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_District,Unnamed: 1,float64,7,7,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_District,Unnamed: 2,float64,7,7,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_District,Cape Winelands,object,7,2,28.6,5
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_District,Central Karoo,object,7,4,57.1,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_District,Garden Route,object,7,0,0.0,7
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_District,Metro,object,7,3,42.9,4
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_District,Overberg,object,7,3,42.9,4
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_District,West Coast,object,7,2,28.6,5
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Employer,Employer,object,9,7,77.8,2
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Employer,Employer Group,object,9,0,0.0,9
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Employer,Subgroup,float64,9,9,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Facility,FacilityName,object,596,0,0.0,596
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Facility,DistrictMunicipality,object,596,16,2.7,6
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Facility,HealthSubdistrict,object,596,37,6.2,32
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Facility,MetroRuralPDC,object,596,53,8.9,5
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Capturer,object,6,1,16.7,5
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Unnamed: 1,float64,6,6,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Gender,object,6,3,50.0,3
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Unnamed: 3,float64,6,6,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Coordinator,object,6,0,0.0,6
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Unnamed: 5,float64,6,6,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Booking/enrolment status,object,6,2,33.3,4
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Unnamed: 7,float64,6,6,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Attendance status,object,6,1,16.7,5
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Unnamed: 9,float64,6,6,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Race,object,6,1,16.7,5
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Unnamed: 11,float64,6,6,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Disability,object,6,4,66.7,2
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Unnamed: 13,float64,6,6,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_General,Competency Status,object,6,4,66.7,2
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,ProfessionKey,object,62,0,0.0,62
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Professional category,object,62,0,0.0,4
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Job title,object,62,0,0.0,62
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,KTU Profession,float64,62,62,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 4,float64,62,62,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 5,float64,62,62,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 6,float64,62,62,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 7,float64,62,62,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 8,float64,62,62,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 9,float64,62,62,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 10,float64,62,62,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Unnamed: 11,float64,62,62,100.0,0
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Professional category.1,object,62,58,93.5,4
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Doctor,object,62,53,85.5,9
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Nurse,object,62,41,66.1,21
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Pharmacist,object,62,58,93.5,4
Community Health Worker Completions\WITZENBERG - July-Dec 2025_SCRUBBED.xlsx,lu_Profession,Other,object,62,32,51.6,30
Course and Facility Look Ups.xlsx,LU_Courses,CourseGroup,object,340,0,0.0,12
Course and Facility Look Ups.xlsx,LU_Courses,CourseName,object,340,0,0.0,339
Course and Facility Look Ups.xlsx,LU_Courses,CourseCode,object,340,0,0.0,297
Course and Facility Look Ups.xlsx,LU_Courses,CourseStartDate,datetime64[ns],340,0,0.0,1
Course and Facility Look Ups.xlsx,LU_Courses,CourseEndDate,datetime64[ns],340,0,0.0,2
Course and Facility Look Ups.xlsx,LU_Courses,CourseStatus,object,340,0,0.0,2
Course and Facility Look Ups.xlsx,LU_Courses,CourseGroup_WithoutCHW,object,340,0,0.0,12
Course and Facility Look Ups.xlsx,LU_Facility,Status,object,809,0,0.0,1
Course and Facility Look Ups.xlsx,LU_Facility,FacilityCode,object,809,0,0.0,808
Course and Facility Look Ups.xlsx,LU_Facility,FacilityName,object,809,0,0.0,809
Course and Facility Look Ups.xlsx,LU_Facility,FacilityReportingName,object,809,0,0.0,677
Course and Facility Look Ups.xlsx,LU_Facility,Country,object,809,0,0.0,2
Course and Facility Look Ups.xlsx,LU_Facility,Province,object,809,0,0.0,10
Course and Facility Look Ups.xlsx,LU_Facility,HealthDistrict,object,809,0,0.0,41
Course and Facility Look Ups.xlsx,LU_Facility,HealthSubdistrict,object,809,2,0.2,69
Course and Facility Look Ups.xlsx,LU_Facility,Authority_Sector,object,809,0,0.0,12
Course and Facility Look Ups.xlsx,LU_Facility,AuthorityInd,object,809,1,0.1,6
Course and Facility Look Ups.xlsx,LU_Facility,Substructure_District,object,809,0,0.0,12
Course and Facility Look Ups.xlsx,LU_Facility,Substructure_District_CCT,object,809,0,0.0,13
Course and Facility Look Ups.xlsx,LU_Facility,SubStructure,object,809,0,0.0,6
Course and Facility Look Ups.xlsx,LU_Facility,Ecosystem,object,809,19,2.3,7
Course and Facility Look Ups.xlsx,LU_Facility,RuralUrban,object,809,19,2.3,4
Course and Facility Look Ups.xlsx,LU_Facility,MetroRural,object,809,6,0.7,4
Course and Facility Look Ups.xlsx,LU_Facility,Class,object,809,18,2.2,53
Course and Facility Look Ups.xlsx,LU_Facility,CategoryInd,object,809,18,2.2,10
Course and Facility Look Ups.xlsx,LU_Facility,MetroRuralPDC,object,809,0,0.0,8
